Code,CityName,CountryCode,StateCode,MetroCode,AssociatedAirports,AirportName,IsRail,Region1,Region2,Region3,Region4,Region5,Latitude,Longitude,
XNT,Xingtai,CN,,,HXN  XNT,Xingtai Airport,N,,,,,,36.8831,114.4293,
XNV,Nuneaton,GB,,,XNV,Nuneaton Rail Station,Y,,,,,,,,
XOB,Bryne,NO,,,XOB,Bryne Rail Station,Y,,,,,,,,
XOD,Oppdal,NO,,,,Oppdal Rail Station,Y,,,,,,,,
KKB,Kitoi Bay,US,AK,,,,N,,,,,,58.1908989,-152.3699951,
KKH,Kongiganak,US,AK,,,,N,,,,,,59.96080017,-162.8809967,
XOK,Oakville,CA,ON,,XOK,Oakville Rail Station,Y,,,,,,,,
XOL,Myrdal,NO,,,XOL,Myrdal Rail Station,Y,,,,,,,,
XON,Carleton,CA,PQ,,XON,Carleton Rail Station,Y,,,,,,,,
KKU,Ekuk,US,AK,,,,N,,,,,,58.81119919,-158.5590057,
XOQ,Sira,NO,,,,Sira Rail Station,Y,,,,,,,,
XOR,Otta,NO,,,XOR,Otta Rail Station,Y,,,,,,,,
XOU,Segovia,ES,,,XOU,Segovia Guiomar Rail Station,Y,,,,,,,,
XOV,St Anton am Arlberg,AT,,,XOV,St Anton Bus Station,N,,,,,,,,
KLL,Levelock,US,AK,,,,N,,,,,,59.12810135,-156.8589935,
KNW,New Stuyahok,US,AK,,,,N,,,,,,59.44990158,-157.3280029,
XPB,Parksville,CA,BC,,XPB,Parksville Rail Station,Y,,,,,,,,
XPF,Penrith,GB,,,XPF,Penrith Rail Station,Y,,,,,,,,
XPH,Port Hope,CA,ON,,XPH,Port Hope Rail Station,Y,,,,,,,,
XPK,Pukatawagan,CA,MB,,XPK,Pukatawagan Rail Station,Y,,,,,,55.74919891,-101.2659988,
XPL,Comayagua,HN,,,XPL,Enrique Soto Cano Airport,N,,,,,,14.3824,-87.621201,
XPN,Brampton,CA,ON,,XPN,Brampton Rail Station,Y,,,,,,,,
XPP,Poplar River Indian Reserve,CA,MB,,XPP,Poplar River Arpt,N,,,,,,52.99652588,-97.27419376,
KOT,Kotlik,US,AK,,,,N,,,,,,63.0306015,-163.5330048,
XPT,Preston,GB,,,XPT,Preston Rail Station,Y,,,,,,,,
KOY,Olga Bay,US,AK,,,,N,,,,,,57.16149902,-154.2299957,
XPW,Didcot,GB,,,XPW,Didcot Parkway Rail Station,Y,,,,,,,,
XPX,Pointe Aux Trembles,CA,PQ,,XPX,Pointe-aux-Trembles Rail Station,Y,,,,,,,,
XQB,Basingstoke,GB,,,XQB,Basingstoke Rail Station,Y,,,,,,,,
XQD,Bedford,GB,,,XQD,Bedford Rail Station,Y,,,,,,,,
XQG,Berwick Upon Tweed,GB,,,XQG,Berwick-Upon-Tweed Rail Station,Y,,,,,,,,
XQH,Derby,GB,,,XQH,Derby Rail Station,Y,,,,,,,,
XQI,Loughborough,GB,,,XQI,Loughborough Rail Station,Y,,,,,,,,
XQL,Lancaster,GB,,,,Lancaster Rail Station,Y,,,,,,,,
XQM,Market Harborough,GB,,,XQM,Market Harborough Rail Station,Y,,,,,,,,
XQP,Quepos,CR,,,XQP,La Managua Arpt,N,,,,,,9.443160057,-84.12979889,
XQT,Lichfield,GB,,,XQT,Lichfield Rail Station,Y,,,,,,,,
XQU,Qualicum,CA,BC,,XQU,Qualicum Arpt,N,,,,,,49.3372,-124.393997,
XQW,Motherwell,GB,,,XQW,Motherwell Rail Station,Y,,,,,,,,
KPC,Port Clarence,US,AK,,,,N,,,,,,65.25370026,-166.8589935,
XRB,Ararangua,BR,SC,,XRB,Ararangua Off Line Point,N,,,,,,,,
XRC,Runcorn,GB,,,XRC,Runcorn Rail Station,Y,,,,,,,,
XRD,Egersund,NO,,,XRD,Egersund Rail Station,Y,,,,,,,,
XRE,Reading,GB,,,XRE,Reading Rail Station,Y,,,,,,,,
XRG,Rugeley,GB,,,XRG,Rugeley Rail Station,Y,,,,,,,,
XRL,Reggio Nell Emilia,IT,,,XRL  ZRO,Mediopadana Rail Station,Y,,,,,,,,
KPD,King Of Prussia,US,PA,,,,N,,,,,,,,
KPH,Pauloff Harbor,US,AK,,,,N,,,,,,,,
XRP,Riviere A Pierre,CA,PQ,,XRP,Riviere-A-Pierre Rail Station,Y,,,,,,,,
XRQ,Hulunbuir,CN,,,XRQ,Xinbarag Youqi Baogede,N,,,,,,,,
KPK,Parks,US,AK,,,,N,,,,,,,,
XRU,Rugby,GB,,,XRU,Rugby Rail Station,Y,,,,,,,,
XRY,Jerez De La Frontera,ES,,,XRY  YJW,La Parra Arpt,N,,,,,,36.74459839,-6.060110092,
XSA,Saranda,AL,,,XSA,Saranda Bus Station,N,,,,,,,,
XSB,Sir Bani Yas Island,AE,,,XSB,Sir Bani Yas Island Airport,N,,,,,,24.283611,52.580278,
XSC,South Caicos,TC,,,XSC,South Caicos Intl Arpt,N,,,,,,21.51569939,-71.52850342,
KPR,Port Williams,US,AK,,,,N,,,,,,58.49010086,-152.5820007,
KPT,Jackpot,US,NV,,,,N,,,,,,41.97600174,-114.6579971,
XSH,St Pierre Des Corps,FR,,,,Tours St-Pierre-Corps Rail Stn,Y,,,,,,,,
XSI,South Indian Lake,CA,MB,,XSI,South Indian Lake Arpt,N,,,,,,56.7928009,-98.90720367,
KPY,Port Bailey,US,AK,,,,N,,,,,,57.93009949,-153.0410004,
KQA,Akutan,US,AK,,,,N,,,,,,54.13377044,-165.7788956,
KVC,King Cove,US,AK,,,,N,,,,,,55.11629868,-162.2660065,
KWK,Kwigillingok,US,AK,,,,N,,,,,,59.876499,-163.169005,
XSR,Salisbury,GB,,,XSR,Salisbury Rail Station,Y,,,,,,,,
XSS,Soissons,FR,,,XSS,Soissons Railway Station,Y,,,,,,,,
KWT,Kwethluk,US,AK,,,,N,,,,,,60.79029846,-161.4440002,
KXA,Kasaan,US,AK,,,,N,,,,,,55.53739929,-132.397995,
KYK,Karluk,US,AK,,,,N,,,,,,57.56710052,-154.4499969,
KYU,Koyukuk,US,AK,,,,N,,,,,,64.87609863,-157.727005,
KZB,Zachar Bay,US,AK,,,,N,,,,,,57.553001,-153.746052,
LDM,Ludington,US,MI,,,,N,,,,,,43.96250153,-86.40789795,
LIY,Hinesville,US,GA,,,,N,,,,,,31.889099,-81.562303,
XTG,Thargomindah,AU,QLD,,XTG,Thargomindah Arpt,N,,,,,,-27.9864006,143.8110046,
LKP,Lake Placid,US,NY,,,,N,,,,,,44.26449966,-73.9618988,
XTJ,Toledo,ES,,,XTJ,Toledo Rail Station,Y,,,,,,,,
XTK,Thirsk,GB,,,XTK,Thirsk Rail Station,Y,,,,,,,,
XTL,Tadoule Lake,CA,MB,,XTL,Tadoule Lake Arpt,N,,,,,,58.7061,-98.512199,
XTQ,Xiantao,CN,,,XTQ,Xiantao West Railway Station,Y,,,,,,,,
XTR,Tara,AU,,,XTR,Tara Airport,N,International,Pac-North,Australia,Australia,APAC,-27.15670013,150.477005,
LOG,Longview,US,WA,,,,N,,,,,,,,
LOT,Lockport,US,IL,,,,N,North America,North America,North America,North America,North America,41.6072998,-88.09619904,
XTV,Tikrit,IQ,,,XTV,Tikrit Arpt,N,,,,,,,,
XTY,Strathroy,CA,ON,,XTY,Strathroy Rail Station,Y,,,,,,,,
XUB,Berkak,NO,,,XUB,Berkak Rail Station,Y,,,,,,,,
XUC,Elverum,NO,,,XUC,Elverum Rail Station,Y,,,,,,,,
XUE,Heimdal,NO,,,XUE,Heimdal Rail Station,Y,,,,,,,,
XUF,Cartagena,ES,,,XUF,Cartagena Rail Station,Y,,,,,,,,
XUG,Holmestrand,NO,,,XUG,Holmestrand Railway,Y,,,,,,,,
XUH,Levanger,NO,,,XUH,Levanger Rail Station,Y,,,,,,,,
XUI,Lysaker,NO,,,XUI,Lysaker Rail Station,Y,,,,,,,,
XUJ,Moelv,NO,,,XUJ,Moelv Rail Station,Y,,,,,,,,
XUL,Nesbyen,NO,,,XUL,Nesbyen Rail Station,Y,,,,,,,,
XUM,Neslandsvatn,NO,,,XUM,Neslandsvatn Rail Station,Y,,,,,,,,
XUO,Nordagutu,NO,,,XUO,Nordagutu Rail Station,Y,,,,,,,,
XUQ,Ringebu,NO,,,XUQ,Ringebu Rail Station,Y,,,,,,,,
XUR,Skoppum,NO,,,XUR,Skoppum Rail Station,Y,,,,,,,,
XUS,Snartemo,NO,,,XUS,Snartemo Rail Station,Y,,,,,,,,
XUU,Stjordal,NO,,,XUU,Stjordal Rail Station,Y,,,,,,,,
XUV,Storekvina,NO,,,XUV,Storekvina Rail Station,Y,,,,,,,,
XUW,Storen,NO,,,XUW,Storen Rail Station,Y,,,,,,,,
XUX,Ustaoset,NO,,,XUX,Ustaoset Rail Station,Y,,,,,,,,
LRJ,Le Mars,US,IA,,,,N,,,,,,42.77799988,-96.1937027,
XUZ,Xuzhou,CN,,,XUK  XUZ,Xuzhou Arpt,N,,,,,,34.059056,117.555278,
XVA,Stockport,GB,,,XVA,Stockport Rail Station,Y,,,,,,,,
XVB,Stafford,GB,,,XVB,Stafford Rail Station,Y,,,,,,,,
XVC,Crewe,GB,,,,Crewe Rail Station,Y,,,,,,,,
LSB,Lordsburg,US,NM,,,,N,,,,,,32.33349991,-108.6920013,
LTH,Lathrop Wells,US,NV,,,,N,,,,,,36.6342,-116.4135,
LTW,Leonardtown,US,MD,,,,N,,,,,,38.31539917,-76.55010223,
XVG,Darlington,GB,,,XVG,Darlington Rail Station,Y,,,,,,,,
XVH,Peterborough,GB,,,XVH,Peterborough Rail Station,Y,,,,,,,,
LUR,Cape Lisburne,US,AK,,,,N,,,,,,68.87509918,-166.1100006,
XVJ,Stevenage,GB,,,XVJ,Stevenage Rail Station,Y,,,,,,,,
XVK,Voss,NO,,,,Voss Rail Station,Y,,,,,,,,
LWL,Wells,US,NV,,,,N,,,,,,41.11709976,-114.9219971,
LZU,Lawrenceville,US,GA,,,,N,,,,,,33.97809982,-83.96240234,
MAW,Malden,US,MO,,,,N,,,,,,36.6006012,-89.99220276,
MBY,Moberly,US,MO,,,,N,,,,,,39.46390152,-92.42700195,
XVS,Valenciennes,FR,,,XVS,Valenciennes Rail Station,Y,International,EMEA,Atlantic,Europe,EMEA,50.32580185,3.46126008,
MCB,McComb,US,MS,,,,N,,,,,,31.17849922,-90.47190094,
XVV,Belleville,CA,ON,,XVV,Belleville Rail Station,Y,,,,,,,,
XVW,Wolverhampton,GB,,,XVW,Belleville Rail Station,Y,,,,,,,,
XVX,Railway Service,DK,,,,Vejle Rail Station,Y,,,,,,,,
MCD,Mackinac Island,US,MI,,,,N,,,,,,45.86489868,-84.63729858,
XWA,Watford,CA,ON,,XWA,Watford Rail Station,Y,,,,,,,,
XWB,Stirling,GB,,,XWB,Stirling Rail Station,Y,,,,,,,,
XWD,Wakefield Westgate,GB,,,XWD,Wakefield Westgate Rail Station,Y,,,,,,,,
XWE,Wellingborough,GB,,,XWE,Wellingborough Rail Station,Y,,,,,,,,
XWF,Falun,SE,,,XJF  XWF,Falun Railway Service,Y,,,,,,,,
XWG,Strasbourg City,FR,,,XWG,Strasbourg Rail Station,Y,International,EMEA,Atlantic,Europe,EMEA,48.585188,7.734294,
XWH,Stoke On Trent,GB,,,XWH,Stroke on Trent Rail Station,Y,,,,,,,,
XWI,Wigan,GB,,,XWI,Wigan North Western Rail Stn,Y,,,,,,,,
XWM,Hallsberg,SE,,,XWM,Hallsberg Rail Station,Y,,,,,,,,
XWN,Warrington,GB,,,XWN,Warrington B Q Rail Station,Y,,,,,,,,
XWO,Woking,GB,,,XWO,Woking Rail Station,Y,,,,,,,,
XWP,Hassleholm,SE,,,XWP,Hassleholm Rail Station,Y,,,,,,,,
XWQ,Enkoping,SE,,,XWQ,Enkoping Rail Station,Y,,,,,,,,
XWS,Swindon,GB,,,XWS,Swindon Rail Station,Y,,,,,,,,
XWV,Varberg,SE,,,XWV,Varberg Rail Station,Y,,,,,,,,
XWX,Nassjo,SE,,,XWX,Nassjo Rail Station,Y,,,,,,,,
XWY,Wyoming,CA,ON,,XWY,Wyoming Rail Station,Y,,,,,,,,
XWZ,Nykoping,SE,,,XWZ,Nykoping C Rail Station,Y,,,,,,,,
XXA,Alvesta,SE,,,XXA,Alvesta Railway Service,Y,,,,,,,,
XXC,Bo Norway,NO,,,XXC,Bo Rail Station,Y,,,,,,,,
XXD,Degerfors,SE,,,XXD,Degerfors Rail Station,Y,,,,,,,,
XXE,Vennesla,NO,,,XXE,Vennesla Rail Station,Y,,,,,,,,
XXG,Verdal,NO,,,XXG,Verdal Rail Station,Y,,,,,,,,
MCG,Mcgrath,US,AK,,,,N,,,,,,62.95289993,-155.6060028,
XXK,Katrineholm,SE,,,XXK,Katrineholm C Rail Station,Y,,,,,,,,
XXL,Lille Hammer,NO,,,XXL,Lillehammer Rail Station,Y,,,,,,,,
XXM,Mjolby,SE,,,XXM,Mjolby Rail Station,Y,,,,,,,,
XXN,Kil Sweden,SE,,,XXN,Kil Rail Station,Y,,,,,,24.70980072,46.72520065,
XXO,Leksand,SE,,,XXO,Leksand Rail Station,Y,,,,,,,,
MDF,Medford,US,WI,,,,N,,,,,,45.10100174,-90.30329895,
XXR,Al No,NO,,,XXR,Al Rail Station,Y,,,,,,,,
XXT,Arboga,SE,,,XXT,Arboga Rail Station,Y,,,,,,,,
XXU,Hedemora,SE,,,XXU,Hedemora Rail Station,Y,,,,,,,,
XXV,Kumla,SE,,,XXV,Kumla Rail Station,Y,,,,,,,,
XXX,Test City,US,CO,,XXX,Test Arpt,N,International,North America,North America,North America,North America,0,0,
MDN,Madison,US,IN,,,,N,,,,,,38.75889969,-85.46549988,
XYC,Herrljunga,SE,,,XYC,Herrljunga Rail Station,Y,,,,,,,,
XYD,Lyon Cty,FR,,,,Lyon Part-Dieu Rail Station,Y,,,,,,,,
XYF,Falkoping,SE,,,,Falkoping Rail Station,Y,,,,,,,,
XYI,Flen,SE,,,XYI,Flen Rail Station,Y,,,,,,,,
XYL,Lyon City,FR,,,XYL,Lyon Perrache Rail Station,Y,,,,,,,,
XYM,Falkenberg,SE,,,XYM,Falkenberg Rail Station,Y,,,,,,,,
XYN,Kristinehamn,SE,,,XYN,Kristinehamn Rail Station,Y,,,,,,,,
XYO,Karlshamn,SE,,,XYO,Karlshamn Rail Station,Y,,,,,,,,
XYP,Avesta Krylbo,SE,,,XYP,Avesta Krylbo Rail Station,Y,,,,,,,,
XYU,Solvesborg,SE,,,XYU,Solvesborg Rail Station,Y,,,,,,,,
XYW,Xinyang,CN,,,XAI  XYW,Xinyang East Rail Station,Y,,,,,,,,
XYX,Sala,SE,,,XYX,Sala Rail Station,Y,,,,,,,,
XYY,Arvika,SE,,,XYY,Arvika Rail Station,Y,,,,,,,,
XYZ,Harnosand,SE,,,XYZ,Harnosand Rail Station,Y,,,,,,,,
XZB,Casselman,CA,ON,,XZB,Casselman Rail Station,Y,,,,,,,,
XZC,Glencoe,CA,ON,,XZC,Glencoe Rail Station,Y,,,,,,,,
XZD,Kongsvinger,NO,,,XZD,Kongsvinger Rail Station,Y,,,,,,,,
XZK,Amherst,CA,,,XZK,Amherst Rail Station,Y,,,,,,,,
XZP,Pass Lake,CA,ON,,XZP,Off Line Point,N,,,,,,,,
MEJ,Meadville,US,PA,,,,N,,,,,,41.62649918,-80.21469879,
YAA,Anahim Lake,CA,BC,,YAA,Anahim Lake Arpt,N,,,,,,52.45249939,-125.3030014,
YAB,Arctic Bay,CA,NU,,YAB,Arctic Bay Arpt,N,North America,North America,North America,North America,North America,73.00576682,-85.04250526,
YAC,Cat Lake Indian Reserve,CA,ON,,YAC,Cat Lake Arpt,N,,,,,,51.72719955,-91.82440186,
YAG,Fort Frances,CA,ON,,YAG,Fort Frances Municipal,N,North America,North America,North America,North America,North America,48.65420151,-93.43969727,
MHL,Marshall,US,MO,,,,N,,,,,,39.09579849,-93.20290375,
YAJ,Saturna Island,CA,BC,,YAJ,Lyall Harbour Sea Plane Base,N,,,,,,48.7952,-123.1816,
YAK,Yakutat,US,AK,,YAK,Yakutat Arpt,N,North America,North America,North America,North America,North America,59.50329971,-139.6600037,
MHM,Minchumina,US,AK,,,,N,,,,,,,,
YAM,Sault Ste Marie,CA,ON,,YAM,Sault Ste Marie Arpt,N,North America,North America,North America,North America,North America,46.48500061,-84.50939941,
YAO,Yaounde,CM,,,NSI  YAO,Yaounde Airport,N,,,,,,3.83604002,11.52350044,
YAP,Yap Fm,FM,,,YAP,Yap International,N,,,,,,9.49891,138.082993,
YAT,Attawapiskat,CA,ON,,YAT,Attawapiskat Arpt,N,North America,North America,North America,North America,North America,52.92750168,-82.43190002,
YAV,Miners Bay,CA,BC,,YAV,Miners Bay Airport,N,,,,,,48.86669922,-123.3000031,
YAY,St Anthony,CA,NL,,YAY,St Anthony Arpt,N,North America,North America,North America,North America,North America,51.39189911,-56.08309937,
YAZ,Tofino,CA,BC,,YAZ  YTP,Tofino Arpt,N,North America,North America,North America,North America,North America,49.079833,-125.775583,
YBA,Banff,CA,AB,,YBA,Banff Arpt,N,,,,,,51.20734047,-115.5418611,
YBB,Pelly Bay,CA,NU,,YBB,Kugaaruk Arpt,N,,,,,,68.534401,-89.808098,
YBC,Baie Comeau,CA,PQ,,YBC,Baie Comeau Arpt,N,North America,North America,North America,North America,North America,49.13249969,-68.20439911,
YBD,New Westminster,CA,BC,,YBD,New Westminster Rail Station,Y,,,,,,,,
MHS,Mount Shasta,US,CA,,,,N,North America,North America,North America,North America,North America,41.263199,-122.272003,
YBG,Bagotville,CA,PQ,,YBG,Bagotville Arpt,N,North America,North America,North America,North America,North America,48.33060074,-70.99639893,
MIT,Shafter,US,CA,,,,N,,,,,,35.507401,-119.192002,
YBK,Baker Lake,CA,NU,,YBK,Baker Lake Arpt,N,North America,North America,North America,North America,North America,64.29889679,-96.07779694,
YBL,Campbell River,CA,BC,,YBL  YHH,Campbell River Municipal,N,North America,North America,North America,North America,North America,49.95080185,-125.2710037,
YBP,Yibin,CN,,,YBP,Yibin Airport,N,,,,,,28.80055556,104.545,
YBR,Brandon,CA,MB,,YBR,Brandon Municipal Arpt,N,North America,North America,North America,North America,North America,49.91,-99.951897,
YBT,Brochet,CA,MB,,YBT,Brochet Arpt,N,,,,,,57.8894,-101.679001,
YBV,Berens River Indian Reserve,CA,MB,,YBV,Berens River Arpt,N,North America,North America,North America,North America,North America,52.358898,-97.018303,
YBW,Bedwell Harbor,CA,BC,,YBW,Bedwell Harbor Arpt,N,,,,,,48.75,-123.2330017,
YBX,Blanc Sablon,CA,PQ,,YBX,Blanc Sablon Arpt,N,North America,North America,North America,North America,North America,51.4435997,-57.18529892,
YBY,Bonnyville,CA,AB,,YBY,Bonnyville Airport,N,,,,,,54.304199,-110.744003,
YCA,Courtenay,CA,BC,,YCA,Courtenay Rail Station,Y,,,,,,49.6794014,-124.9820023,
YCB,Cambridge Bay,CA,NU,,YCB,Cambridge Bay Arpt,N,North America,North America,North America,North America,North America,69.10810089,-105.1380005,
YCC,Cornwall,CA,ON,,YCC,Cornwall Regional Arpt,N,North America,North America,North America,North America,North America,45.09280014,-74.56330109,
YCD,Nanaimo,CA,BC,,YCD  ZNA,Nanaimo Arpt,N,North America,North America,North America,North America,North America,49.05497022,-123.8698626,
YCF,Cortes Bay,CA,BC,,YCF,Cortes Bay Airport,N,,,,,,50.0630001,-124.930002,
YCG,Castlegar,CA,BC,,YCG,Ralph West Arpt,N,North America,North America,North America,North America,North America,49.29639816,-117.6320038,
YCH,Miramichi,CA,NB,,XEY  YCH,Miramichi Arpt,N,North America,North America,North America,North America,North America,47.007801,-65.449203,
YCK,Colville,CA,NT,,YCK,Colville Municipal,N,,,,,,67.02,-126.126,
YCL,Charlo,CA,NB,,YCL,Charlo Municipal Arpt,N,North America,North America,North America,North America,North America,47.990799,-66.330299,
MLJ,Milledgeville,US,GA,,,,N,,,,,,,,
YCN,Cochrane,CA,ON,,YCN,Cochrane Rail Station,Y,North America,North America,North America,North America,North America,49.10559845,-81.01360321,
YCO,Kugluktuk Coppermine,CA,NU,,YCO,Kugluktuk Arpt,N,North America,North America,North America,North America,North America,67.816704,-115.143997,
MLY,Manley Hot Springs,US,AK,,,,N,,,,,,64.99759674,-150.6439972,
YCR,Cross lake,CA,MB,,YCR,Charlie Sinclair Memorial Arpt,N,North America,North America,North America,North America,North America,54.61059952,-97.76080322,
YCS,Chesterfield Inlet,CA,NU,,YCS,Chesterfield Inlet Arpt,N,,,,,,63.34690094,-90.73110199,
YCT,Coronation,CA,AB,,YCT,Coronation Arpt,N,,,,,,52.07500076,-111.4449997,
YCU,Yun Cheng,CN,,,YCU,Yun Cheng Arpt,N,,,,,,35.116391,111.0313889,
YCW,Chilliwack,CA,BC,,YCW,Chilliwack Arpt,N,,,,,,49.15280151,-121.939003,
YCY,Clyde River,CA,NU,,YCY,Clyde River,N,North America,North America,North America,North America,North America,70.48609924,-68.51670074,
YCZ,Fairmont Springs,CA,BC,,YCZ,Fairmont Springs Arpt,N,,,,,,50.33029938,-115.8730011,
YDA,Dawson City,CA,YT,,YDA,Dawson City Arpt,N,North America,North America,North America,North America,North America,64.04309845,-139.128006,
MPO,Mt Pocono,US,PA,,,,N,,,,,,,,
YDF,Deer Lake,CA,NL,,YDF,Deer Lake Municipal,N,North America,North America,North America,North America,North America,49.21080017,-57.39139938,
MQB,Macomb,US,IL,,,,N,,,,,,40.52009964,-90.65239716,
YDL,Dease Lake,CA,BC,,YDL,Dease Lake Arpt,N,,,,,,58.42219925,-130.0319977,
YDN,Dauphin,CA,MB,,YDN,Dauphin Airport,N,North America,North America,North America,North America,North America,51.10079956,-100.052002,
MRK,Marco Island,US,FL,,,,N,,,,,,25.99500084,-81.67250061,
YDP,Nain,CA,NL,,YDP,Nain Arpt,N,,,,,,56.54919815,-61.68030167,
YDQ,Dawson Creek,CA,BC,,YDQ,Dawson Creek Arpt,N,North America,North America,North America,North America,North America,55.74229813,-120.1829987,
YDV,Bloodvein River,CA,MB,,YDV,Bloodvein River Arpt,N,,,,,,51.784568,-96.692305,
MTM,Metlakatla,US,AK,,,,N,,,,,,,,
YEB,Bar River,CA,ON,,YEB,Bar River Arpt,N,,,,,,46.42029953,-84.09220123,
MUT,Muscatine,US,IA,,,,N,,,,,,,,
YEH,Yueyahu,CN,,,YEH,Yinchuan Airport,N,,,,,,27.4814,52.615501,
YEI,Bursa,TR,,,YEI,Yenisehir Arpt,N,International,EMEA,Middle East,Europe,EMEA,40.25519943,29.56259918,
YEK,Arviat,CA,NU,,YEK,Arviat Arpt,N,North America,North America,North America,North America,North America,61.09420013,-94.07080078,
YEL,Elliot Lake,CA,ON,,YEL,Elliot Lake Municipal Airport,N,North America,North America,North America,North America,North America,46.35139847,-82.56140137,
YEN,Estevan,CA,SK,,YEN,Estevan Regional Airport,N,,,,,,49.21030045,-102.9660034,
YEO,Yeovilton,GB,,,YEO,Yeovilton Arpt,N,,,,,,51.00939941,-2.638819933,
YER,Fort Severn,CA,ON,,YER,Fort Severn Arpt,N,,,,,,56.01890182,-87.67610168,
YET,Edson,CA,AB,,YET,Edson Arpt,N,,,,,,53.57889938,-116.4649963,
YEV,Inuvik,CA,NT,,YEV,Inuvik Mike Zubko Arpt,N,North America,North America,North America,North America,North America,68.30419922,-133.4830017,
YEY,Amos,CA,PQ,,YEY,Amos Rail Station,Y,,,,,,48.563903,-78.249702,
YFA,Fort Albany,CA,ON,,YFA,Fort Albany Arpt,N,North America,North America,North America,North America,North America,52.20140076,-81.69689941,
YFB,Iqaluit,CA,NU,,YFB,Iqaluit Arpt,N,North America,North America,North America,North America,North America,63.756402,-68.555801,
YFC,Fredericton,CA,NB,,YFC,Fredericton Municipal,N,North America,North America,North America,North America,North America,45.8689003,-66.53720093,
YFH,Fort Hope,CA,ON,,YFH,Fort Hope Arpt,N,,,,,,51.56190109,-87.90779877,
YFO,Flin Flon,CA,MB,,YFO,Flin Flon Municipal Arpt,N,North America,North America,North America,North America,North America,54.67810059,-101.6819992,
YFS,Fort Simpson,CA,NT,,YFS,Fort Simpson Arpt,N,North America,North America,North America,North America,North America,61.7602005,-121.2369995,
YFX,Fox Harbour,CA,NL,,YFX,Fox Harbour Arpt,N,,,,,,52.37279892,-55.6739006,
YGC,Grand Cache,CA,AB,,YGC,Grand Cache Arpt,N,,,,,,53.91690063,-118.8740005,
YGH,Fort Good Hope,CA,NT,,YGH,Fort Good Hope Arpt,N,North America,North America,North America,North America,North America,66.24079895,-128.651001,
YGJ,Yonago,JP,,,YGJ,Miho Arpt,N,International,Pac-North,Asia,Asia,APAC,35.49219894,133.2359924,
YGK,Kingston,CA,ON,,XEG  YGK,Norman Rogers Arpt,N,North America,North America,North America,North America,North America,44.22529984,-76.59690094,
YGL,La Grande,CA,PQ,,YGL,La Grande Municipal Arpt,N,North America,North America,North America,North America,North America,53.62530136,-77.70420074,
YGO,Gods Lake Narrows,CA,MB,,YGO,Gods Lake Arpt,N,North America,North America,North America,North America,North America,54.55889893,-94.49140167,
YGP,Gaspe,CA,PQ,,XDD  YGP,Gaspe Municipal Arpt,N,North America,North America,North America,North America,North America,48.77529907,-64.47859955,
YGQ,Geraldton,CA,ON,,YGQ,Greenstone Regional Airport,N,North America,North America,North America,North America,North America,49.77830124,-86.93939972,
YGR,Iles De Madeleine,CA,PQ,,YGR,House Harbour Arpt,N,North America,North America,North America,North America,North America,47.42470169,-61.77809906,
YGT,Igloolik,CA,NU,,YGT,Igloolik Arpt,N,,,,,,69.36470032,-81.81610107,
YGV,Havre St Pierre,CA,PQ,,YGV,Havre St Pierre Municipal Arpt,N,North America,North America,North America,North America,North America,50.2818985,-63.6114006,
YGW,Poste De La Baleine,CA,PQ,,YGW,Kuujjuaraapik Arpt,N,North America,North America,North America,North America,North America,55.2818985,-77.76529694,
YGX,Gillam,CA,MB,,YGX,Gillam Rail Station,Y,North America,North America,North America,North America,North America,56.35749817,-94.71060181,
YHA,Port Hope Simpson,CA,NL,,YHA,Port Hope Simpson Arpt,N,,,,,,52.52809906,-56.28609848,
YHB,Hudson Bay,CA,SK,,YHB,Hudson Bay Rail Station,Y,,,,,,52.81669998,-102.310997,
YHD,Dryden,CA,ON,,YHD,Dryden Regional Airport,N,North America,North America,North America,North America,North America,49.83169937,-92.74420166,
YHE,Hope,CA,BC,,YHE,Hope Arpt,N,,,,,,49.36830139,-121.4980011,
YHF,Hearst,CA,ON,,YHF,Hearst Municipal Arpt,N,,,,,,49.71419907,-83.68609619,
YHG,Charlottetown,CA,NL,,YHG,Charlottetown Municipal Arpt,N,,,,,,,,
YHI,Ulukhaktok,CA,NT,,YHI,Ulukhaktok Airport,N,,,,,,70.76280212,-117.8059998,
YHK,Gjoa Haven,CA,NU,,YHK,Gjoa Haven Arpt,N,,,,,,68.63559723,-95.84970093,
YHM,Hamilton,CA,ON,,YHM,Civic Airport,N,North America,North America,North America,North America,North America,43.17359924,-79.93499756,
YHN,Hornepayne,CA,ON,,YHN,Hornepayne Rail Station,Y,North America,North America,North America,North America,North America,49.19309998,-84.7589035,
YHO,Hopedale,CA,NL,,YHO,Hopedale Arpt,N,,,,,,55.44829941,-60.22859955,
YHP,Poplar Hill Indian Reserve,CA,ON,,YHP,Poplar Hill Arpt,N,,,,,,52.1133,-94.2556,
YHR,Chevery,CA,PQ,,YHR,Chevery Arpt,N,North America,North America,North America,North America,North America,50.46889877,-59.63669968,
YHS,Sechelt,CA,BC,,YHS,Sechelt Arpt,N,,,,,,49.46060181,-123.7190018,
YHY,Hay River,CA,NT,,YHY,Hay River Municipal Arpt,N,North America,North America,North America,North America,North America,60.83969879,-115.7829971,
YHZ,Halifax,CA,NS,,XDG  YAW  YHZ  YWF,Halifax Intl,N,North America,North America,North America,North America,North America,44.88079834,-63.50859833,
