Code,CityName,CountryCode,StateCode,MetroCode,AssociatedAirports,AirportName,IsRail,Region1,Region2,Region3,Region4,Region5,Latitude,Longitude,
BPT,Beaumont,US,TX,,BMT  BPT,Port Arthur J Brooks Regional Arpt,N,North America,North America,North America,North America,North America,29.95079994,-94.02069855,
BPU,Beppu,JP,,,BPU,Beppu Railway Station,Y,International,Pac-North,Asia,Asia,APAC,33.3,131.5333333,
BPX,Qamdo,CN,,,BPX,Qamdo Bangda Arpt,N,,,,,,30.55360031,97.10829926,
GNE,Ghent,BE,,,,,N,,,,,,,,
BQB,Busselton,AU,WA,,BQB,Busselton Arpt,N,International,Pac-North,Australia,Australia,APAC,-33.68842316,115.4015961,
BQG,Bogorodskoye,RU,,,BQG,Bogorodskoye Airport,N,,,,,,52.38,140.448,
BQJ,Batagay,RU,,,BQJ,Batagay Arpt,N,,,,,,67.64800262,134.6950073,
BQK,Brunswick,US,GA,,BQK,Brunswick Golden Isles Arpt,N,North America,North America,North America,North America,North America,31.25880051,-81.46649933,
BQL,Boulia,AU,QLD,,BQL,Boulia Arpt,N,International,Pac-North,Australia,Australia,APAC,-22.91329956,139.8999939,
BQN,Aguadilla,US,PR,,BQN,Rafael Hernandez Arpt,N,,,,,,18.49489975,-67.12940216,
MWW,MOUSCRON,BE,,,,,N,,,,,,,,
BQS,Blagoveshchensk,RU,,,BQS,Blagoveshchensk Arpt,N,International,EMEA,Asia,Europe,Russia,50.42539978,127.4120026,
BQT,Brest,BY,,,BQT,Brest Arpt,N,,,,,,52.108299,23.8981,
BQU,Port Elizabeth,VC,,,BQU,JF Mitchell Airport,N,,,,,,12.98840046,-61.26200104,
BRA,Barreiras,BR,BA,,BRA,Barreiras Arpt,N,,,,,,-12.07890034,-45.00899887,
BRC,San Carlos Bariloche,AR,,,BRC,San Carlos Bariloche Arpt,N,,,,,,-41.151199,-71.157501,
BRD,Brainerd,US,MN,,BRD,Brainerd Lakes Rgnl Arpt,N,North America,North America,North America,North America,North America,46.39830017,-94.13809967,
BRE,Bremen,DE,,,BRE,Bremen Airport,N,,,,,,53.04750061,8.786669731,
BRF,Bradford,GB,,,BRF,Bradford Rail Station,Y,International,EMEA,Atlantic,Europe,EMEA,51,-3.183333333,
OBL,Zoersel,BE,,,,,N,,,,,,51.264702,4.75333,
BRI,Bari,IT,,,BAU  BRI,Bari Airport,N,,,,,,41.138901,16.760599,
BRK,Bourke,AU,NSW,,BRK,Bourke Airport,N,,,,,,-30.03919983,145.9519958,
BRL,Burlington,US,IA,,BRL,Burlington Municipal Arpt,N,North America,North America,North America,North America,North America,40.78319931,-91.12550354,
BRM,Barquisimeto,VE,,,BRM,Jacinto Lara International,N,,,,,,10.04274654,-69.35861969,
BRN,Berne,CH,,,BRN  ZDJ,Belp Airport,N,,,,,,46.91410065,7.497149944,
BRO,Brownsville,US,TX,,BRO,South Padre Island Intl Arpt,N,North America,North America,North America,North America,North America,25.90679932,-97.42590332,
QHA,Hasselt,BE,,,,,N,,,,,,,,
BRQ,Brno,CZ,,,BRQ  ZDN,Turany Arpt,N,,,,,,49.15129852,16.69440079,
BRR,Barra,GB,,,BRR,North Bay Arpt,N,,,,,,57.0228,-7.44306,
BRS,Bristol,GB,,,BPR  BRS  TPB,Bristol Intl Arpt,N,,,,,,51.382702,-2.71909,
BRT,Bathurst Isl,AU,NT,,BRT,Bathurst Island Arpt,N,,,,,,-11.76920033,130.6199951,
BRU,Brussels,BE,,,BRU  CRL  XNL  ZWY  ZYR,Brussels National Arpt,N,,,,,,50.90140152,4.48443985,
BRV,Bremerhaven,DE,,,BRV,Bremerhaven Arpt,N,,,,,,53.506943,8.572778,
BRW,Barrow,US,AK,,BRW  PBA,Barrow W Post W Rogers Memorial Arpt,N,North America,North America,North America,North America,North America,71.285402,-156.766008,
BRX,Barahona,DO,,,BRX,Maria Montez International,N,,,,,,18.25149918,-71.12039948,
QON,Arlon,BE,,,,,N,,,,,,,,
BSA,Bosaso,SO,,,BSA,Bosaso International Arpt,N,,,,,,11.27530003,49.1493988,
BSB,Brasilia,BR,DF,,BSB,J Kubitschek Intl Arpt,N,,,,,,-15.86916733,-47.92083359,
BSC,Bahia Solano,CO,,,BSC,Aeropuerto Jose Celestino Mutis,N,,,,,,6.20292,-77.3947,
BSD,Baoshan,CN,,,BSD,Baoshan Arpt,N,,,,,,25.053301,99.168297,
BSE,Sematan,MY,,,BSE,Sematan Airport,N,International,Pac-North,Asia,Asia,APAC,1.813609958,109.7630005,
BSG,Bata,GQ,,,BSG,Bata Airport,N,,,,,,1.905470014,9.805680275,
BSH,Brighton,GB,,,BSH,Brighton Airport,N,,,,,,,,
BSI,Polilio,PH,,,BSI,Balesin Island Airport,N,,,,,,14.419365,122.039402,
BSJ,Bairnsdale,AU,VIC,,BSJ,Bairnsdale Airport,N,International,Pac-North,Australia,Australia,APAC,-37.88750076,147.5679932,
BSK,Biskra,DZ,,,BSK,Biskra Arpt,N,,,,,,34.79330063,5.738230228,
BSL,Basel,CH,,EAP,BSL  ZDH,Basel EuroAirport Swiss,N,,,,,,47.59,7.5291667,
BSO,Basco,PH,,,BSO,Basco Airport,N,,,,,,20.4513,121.980003,
ZGK,Leuven,BE,,,,,N,,,,,,,,
BSQ,Bisbee,US,AZ,,BSQ,Bisbee Municipal Arpt,N,,,,,,31.36400032,-109.8830032,
BSR,Basra,IQ,,,BSR,Basra Intl Arpt,N,,,,,,30.54910088,47.66210175,
ZGP,Mechelen,BE,,,,,N,,,,,,,,
ZGQ,Tournai,BE,,,,,N,,,,,,,,
BSW,Boswell Bay,US,AK,,BSW,Boswell Bay Arpt,N,North America,North America,North America,North America,North America,60.42309952,-146.1459961,
ZGV,Wavre,BE,,,,,N,International,EMEA,0,Europe,EMEA,0,0,
BTC,Batticaloa,LK,,,BTC,Batticaloa Arpt,N,,,,,,7.70576,81.678802,
BTF,Bountiful,US,UT,,BTF,Skypark,N,,,,,,40.86940002,-111.927002,
BTH,Batam,ID,,,BTH,Hang Nadim Arpt,N,,,,,,1.121029973,104.1190033,
ARL,Arly,BF,,,,,N,International,EMEA,Africa,Africa,EMEA,11.59700012,1.48300004,
BTJ,Banda Aceh,ID,,,BTJ,Blang Bintang Arpt,N,,,,,,5.522872024,95.42063713,
BTK,Bratsk,RU,,,BTK,Bratsk Arpt,N,,,,,,56.37060165,101.697998,
BTL,Battle Creek,US,MI,,BTL,WK Kellogg Regional,N,North America,North America,North America,North America,North America,42.30730057,-85.25150299,
BTM,Butte,US,MT,,BTM,Bert Mooney Arpt,N,North America,North America,North America,North America,North America,45.95479965,-112.4970016,
BTP,Butler,US,PA,,BTP,Butler County Arpt,N,,,,,,40.776901,-79.949699,
BTR,Baton Rouge,US,LA,,BTR,Metropolitan Ryan Field Arpt,N,North America,North America,North America,North America,North America,30.533199,-91.149597,
BTS,Bratislava,SK,,,BTS  ZRG,Ivanka Arpt,N,,,,,,48.17020035,17.21269989,
DOR,Dori,BF,,,,,N,,,,,,14.03299999,-0.033,
BTU,Bintulu,MY,,,BTU,Bintulu Arpt,N,,,,,,3.123850107,113.0199966,
BTV,Burlington,US,VT,,BTV,Burlington Intl Arpt,N,North America,North America,North America,North America,North America,44.47190094,-73.15329742,
BUA,Buka Island,PG,,,BUA,Buka Airport,N,,,,,,-5.422319889,154.6730042,
BUC,Burketown,AU,QLD,,BUC,Burketown Arpt,N,,,,,,-17.74860001,139.5339966,
BUD,Budapest,HU,,,BUD  XXJ  XXQ,Liszt Ferenc Arpt,N,,,,,,47.43690109,19.25559998,
TEG,Tenkodogo,BF,,,,,N,,,,,,11.80000019,-0.367000014,
BUF,Buffalo,US,NY,,BUF  ZFZ  ZXS,Greater Buffalo Intl Arpt,N,North America,North America,North America,North America,North America,42.94049835,-78.73220062,
BUG,Benguela,AO,,,BUG,Benguela Airport,N,,,,,,-12.60900021,13.40369987,
XGG,Gorom,BF,,,,,N,,,,,,14.44999981,-0.232999995,
PVN,Pleven,BG,,,,,N,,,,,,,,
SLS,Silistra,BG,,,,,N,,,,,,44.055199,27.178801,
BUL,Bulolo,PG,,,BUL,Bulolo Airport,N,,,,,,-7.216286671,146.6495419,
BUM,Butler,US,MO,,BUM,Butler Memorial Arpt,N,,,,,,38.28979874,-94.34010315,
BUN,Buenaventura,CO,,,BUN,Gerardo Tobar Lopez Arpt,N,,,,,,3.81963,-76.9898,
TGV,Targovishte,BG,,,,,N,,,,,,43.30659866,26.70089912,
BUP,Bhatinda,IN,,,BUP,Bhatinda Air Force Station,N,International,Pac-North,Asia,Asia,APAC,30.27009964,74.75579834,
BUQ,Bulawayo,ZW,,,BUQ,Bulawayo Arpt,N,,,,,,-20.01740074,28.61790085,
BUR,Burbank,US,CA,LAX,BUR  JPD,Burbank Glendale Pasadena Arpt,N,North America,North America,North America,North America,North America,34.20069885,-118.3590012,
BUS,Batumi,GE,,,BUS,Batumi Arpt,N,,,,,,41.61029816,41.59970093,
BUW,Baubau,ID,,,BUW,Baubau Arpt,N,International,Pac-South,Asia,Asia,APAC,-5.486879826,122.5690002,
VID,Vidin,BG,,,,,N,,,,,,,,
BUY,Bunbury,AU,WA,,BUY,Bunbury Arpt,N,,,,,,-33.37829971,115.677002,
BUZ,Bushehr,IR,,,BUZ,Bushehr Arpt,N,,,,,,28.94479942,50.83459854,
BVA,Beauvais Tille,FR,,PAR,BVA,Beauvais Tille Arpt,N,,,,,,49.45439911,2.112780094,
BVB,Boa Vista,BR,RR,,BVB,A B Cantanhede Intl Arpt,N,,,,,,2.841388941,-60.6922226,
BVC,Boa Vista,CV,,,BVC,Rabil Arpt,N,,,,,,16.1364994,-22.88890076,
BVE,Brive La Gaill,FR,,,BVE,Laroche Airport,N,,,,,,45.039722,1.485556,
BVG,Berlevag,NO,,,BVG,Berlevag Arpt,N,,,,,,70.871399,29.034201,
BVH,Vilhena,BR,RO,,BVH,Brigadeiro Camarao Arpt,N,,,,,,-12.69439983,-60.09830093,
BVI,Birdsville,AU,QLD,,BVI,Birdsville Arpt,N,,,,,,-25.89749908,139.3480072,
BVO,Bartlesville,US,OK,,BVO,Bartlesville Municipal Arpt,N,North America,North America,North America,North America,North America,36.76250076,-96.01119995,
BVQ,Baoding,CN,,,BVQ,Baoding Rail Station,Y,,,,,,,,
BVR,Brava,CV,,,BVR,Esperadinha,N,,,,,,14.86430556,-24.746,
BVU,Beluga,US,AK,,BVU,Beluga Arpt,N,,,,,,61.17219925,-151.0440063,
BVX,Batesville,US,AR,,BVX,Batesville Municipal,N,North America,North America,North America,North America,North America,35.7262001,-91.64730072,
BVY,Beverly,US,MA,,BVY,Beverly Municipal Arpt,N,North America,North America,North America,North America,North America,42.58420181,-70.91649628,
BWA,Bhairawa,NP,,,BWA,Gautam Buddha Arpt,N,,,,,,27.505685,83.416293,
BWC,Brawley,US,CA,,BWC,Brawley Arpt,N,,,,,,32.99290085,-115.5169983,
BWD,Brownwood,US,TX,,BWD,Brownwood Regional Arpt,N,North America,North America,North America,North America,North America,31.79360008,-98.95649719,
BWE,Braunschweig,DE,,,BWE,Braunschweig Arpt,N,,,,,,52.319199,10.5561,
BWF,Barrow In Furness,GB,,,BWF,Walney Island,N,,,,,,54.1286111,-3.2675,
BWG,Bowling Green,US,KY,,BWG,Warren Cty Arpt,N,North America,North America,North America,North America,North America,36.96450043,-86.41970062,
BWI,Baltimore,US,MD,WAS,,Baltimore Washington Intl Arpt,N,North America,North America,North America,North America,North America,39.1754,-76.668297,
BWK,Brac,HR,,,BWK,Brac Arpt,N,International,EMEA,Atlantic,Europe,EMEA,43.28570175,16.67970085,
BWN,Bandar Seri Begawan,BN,,,BWN,Brunei Intl Arpt,N,,,,,,4.944200039,114.9280014,
BWQ,Brewarrina,AU,NSW,,BWQ,Brewarrina Arpt,N,,,,,,-29.97389984,146.8170013,
BWT,Burnie,AU,TAS,,BWT,Burnie Wynyard Arpt,N,International,Pac-North,Australia,Australia,APAC,-40.99890137,145.7310028,
BWU,Bankstown,AU,NSW,,BWU,Bankstown Aerodrome,N,International,Pac-North,Australia,Australia,APAC,-33.92440033,150.9880066,
BWX,Banyuwangi,ID,,,BWX,Blimbingsari Arpt,N,,,,,,-8.31015,114.3401,
KRE,Kirundo,BI,,,,,N,,,,,,-2.544772,30.094575,
BYC,Yacuiba,BO,,,,,N,,,,,,-21.96089935,-63.65169907,
GYA,Guayaramerin,BO,,,,,N,,,,,,-10.82059956,-65.34559631,
MGD,Magdalena,BO,,,,,N,,,,,,-13.26074838,-64.06076431,
RBQ,Rurrenabaque,BO,,,,,N,,,,,,-14.42790031,-67.49680328,
BXK,Buckeye,US,AZ,,BXK,Buckeye Arpt,N,,,,,,33.42039871,-112.685997,
BXN,Bodrum X,TR,,,BJV,Imsik Arpt,N,International,EMEA,Middle East,Europe,EMEA,37.14009857,27.66970062,
BXO,Buochs,CH,,,BXO,Buochs airport,N,,,,,,46.974444,8.396944,
BXS,Borrego Springs,US,CA,,BXS,Borrego Valley Arpt,N,North America,North America,North America,North America,North America,33.25899887,-116.3209991,
BXU,Butuan,PH,,,BXU,Butuan Bancasi Arpt,N,,,,,,8.9515,125.4788,
SBL,Santa Ana,BO,,,,,N,,,,,,-13.76220036,-65.43520355,
BXW,Bawean,ID,,,BXW,Bawean Airport,N,,,,,,-5.723676,112.679592,
BXY,Baykonur,KZ,,,BXY,Krayniy Arpt,N,,,,,,45.621994,63.210773,
SJB,San Joaquin,BO,,,,,N,,,,,,-13.0528,-64.661697,
SNG,San Ignacio Velasco,BO,,,,,N,,,,,,-16.38360023,-60.96279907,
SRJ,San Borja,BO,,,,,N,,,,,,-14.85919952,-66.73750305,
BYF,Meaulte,FR,,,BYF,Albert Arpt,N,International,EMEA,Atlantic,Europe,EMEA,49.9715004,2.697659969,
BYI,Burley,US,ID,,BYI,Burley Municipal Arpt,N,,,,,,42.54259872,-113.7720032,
BYJ,Beja,PT,,,BYJ,Beja International Airport,N,,,,,,38.078899,-7.9324,
AIF,Assis,BR,SP,,,,N,International,Latin America,South America,South America,South America,-22.64,-50.453056,
BYM,Bayamo,CU,,,BYM,Carlos M De Cespedes Arpt,N,,,,,,20.39640045,-76.62139893,
BYO,Bonito,BR,MS,,BYO,Bonito Airport,N,International,Latin America,South America,South America,South America,-21.2473,-56.4525,
BYP,Barimunya,AU,WA,,BYP,Barimunya Airport,N,,,,,,-22.6739006,119.1660004,
BYR,Laeso Island,DK,,,BYR,Laeso Airport,N,,,,,,57.27719879,11.00010014,
BYS,Fort Irwin,US,CA,,BYS,Fort Irwin Arpt,N,,,,,,35.2804985,-116.6299973,
AIR,Aripuana,BR,MT,,,,N,International,Latin America,South America,South America,South America,-10.188278,-59.457273,
BYU,Bayreuth,DE,,,BYU,Bindlacher Berg Arpt,N,,,,,,49.98500061,11.64000034,
BYW,Blakely Island,US,WA,,BYW,Blakely Is Municipal,N,North America,North America,North America,North America,North America,48.57899857,-122.8259964,
BZC,Buzios,BR,RJ,,BZC,Umberto Modiano Arpt,N,International,Latin America,South America,South America,South America,-22.77099991,-41.96289825,
AXE,Xanxere,BR,SC,,,,N,International,Latin America,South America,South America,South America,-26.87555695,-52.3730545,
BZE,Belize City,BZ,,,TZA,Belize Intl Arpt,N,,,,,,17.53910065,-88.30819702,
BZG,Bydgoszcz,PL,,,BZG,Bydgoszcz Arpt,N,,,,,,53.09680176,17.97769928,
BZH,Bumi Hills,ZW,,,BZH,Bumi Hills Arpt,N,,,,,,-16.81699944,28.35000038,
BZI,Balikesir,TR,,,BZI,Balikesir Arpt,N,,,,,,39.61930084,27.9260006,
BZK,Bryansk,RU,,,BZK,Bryansk Airport,N,,,,,,53.214199,34.176399,
BZL,Barisal,BD,,,BZL,Barisal Airport,N,,,,,,22.8010006,90.30120087,
BGX,Bage,BR,RS,,,,N,,,,,,-31.39049911,-54.11220169,
BZN,Bozeman,US,MT,,BZN,Yellowstone Intl Arpt,N,North America,North America,North America,North America,North America,45.77750015,-111.1529999,
BZO,Bolzano,IT,,,BZO  BZQ,Bolzano Arpt,N,,,,,,46.460201,11.3264,
BZR,Beziers,FR,,,BZR,Beziers Vias Arpt,N,,,,,,43.32350159,3.353899956,
BZT,Brazoria,US,TX,,BZT,Eagle Air Park Arpt,N,,,,,,28.98220062,-95.57969666,
BZV,Brazzaville,CG,,,BZV,Maya Maya Arpt,N,,,,,,-4.251699924,15.25300026,
BHZ,Belo Horizonte,BR,,,CNF  PLU,,N,,,,,,,,
BZZ,Brize Norton,GB,,,,Brize Norton Raf Station,N,International,EMEA,Atlantic,Europe,EMEA,51.75,-1.58362,
BJP,Braganca Paulista,BR,SP,,,,N,International,Latin America,South America,South America,South America,-22.979162,-46.537508,
BSS,Balsas,BR,MA,,,,N,,,,,,-7.526030064,-46.05329895,
CAC,Cascavel,BR,PR,,CAC,A Mendes Da Silva Arpt,N,,,,,,-25.00029945,-53.50080109,
CAD,Cadillac,US,MI,,CAD,Wexford County Arpt,N,North America,North America,North America,North America,North America,44.27529907,-85.41889954,
CAE,Columbia,US,SC,,CAE  CUB  MMT,Columbia Metro Arpt,N,North America,North America,North America,North America,North America,33.93880081,-81.11949921,
CAF,Carauari,BR,AM,,CAF,Carauari Arpt,N,International,Latin America,South America,South America,South America,-4.871520042,-66.89749908,
CAG,Cagliari,IT,,,CAG,Elmas Airport,N,International,EMEA,Atlantic,Europe,EMEA,39.251499,9.05428,
CAH,Ca Mau City,VN,,,CAH,Ca Mau Arpt,N,International,Pac-North,Asia,Asia,APAC,9.177667,105.177778,
CAI,Cairo,EG,,,CAI  CCE,Cairo Intl Arpt,N,,,,,,30.12190056,31.40559959,
CBW,Campo Mourao,BR,PR,,,,N,International,Latin America,South America,South America,South America,-24.00919914,-52.35680008,
CAK,Akron,US,OH,,AKC  CAK,Canton Regional Arpt,N,North America,North America,North America,North America,North America,40.91609955,-81.44219971,
CAL,Campbelltown,GB,,,CAL,Machrihanish Arpt,N,,,,,,55.43719864,-5.686389923,
CAM,Camiri,BO,,,CAM,Choreti Arpt,N,,,,,,-20.00639915,-63.52780151,
CAN,Guangzhou,CN,,,CAN  ZIY,Baiyun International Arpt,N,,,,,,23.39240074,113.2990036,
CAP,Cap Haitien,HT,,,CAP,Hugo Chavez Intl,N,,,,,,19.733,-72.194702,
CAQ,Caucasia,CO,,,CAQ,Juan H White Arpt,N,,,,,,7.96847,-75.1985,
CAR,Caribou,US,ME,,CAR,Caribou Municipal Arpt,N,International,Latin America,South America,South America,Latin America,46.87149811,-68.01789856,
CAS,Casablanca,MA,,,CAS  CMN,Anfa Airport,N,,,,,,33.55329895,-7.661389828,
CAT,Cascais,PT,,,CAT,Tires,N,International,EMEA,Middle East,Asia,EMEA,38.724998,-9.35523,
CAU,Caruaru,BR,PE,,CAU,Oscar Laranjeiras Arpt,N,International,Latin America,South America,South America,South America,-8.282389641,-36.01350021,
CAW,Campos Dos Goytacaze,BR,RJ,,CAW,Bartolomeu Lisandro Arpt,N,,,,,,-21.69829941,-41.30170059,
CAX,Carlisle,GB,,,CAX  CXX  KXN,Carlisle Arpt,N,International,EMEA,Atlantic,Europe,EMEA,54.9375,-2.809170008,
CAY,Cayenne,GF,,,CAY,Felix Eboue Airport,N,,,,,,4.819809914,-52.36040115,
CAZ,Cobar,AU,NSW,,CAZ,Cobar Arpt,N,,,,,,-31.53829956,145.7940063,
CBA,Corner Bay,US,AK,,CBA,Corner Bay Arpt,N,North America,North America,North America,North America,North America,57,-135,
CBB,Cochabamba,BO,,,CBB,Jorge Wilsterman Intl,N,,,,,,-17.42110062,-66.17710114,
CBD,Car Nicobar,IN,,,CBD,Car Nicobar Air Force Base,N,International,Pac-North,Asia,Asia,APAC,9.152509689,92.81960297,
CBE,Cumberland,US,MD,,CBE,Cumberland Municipal Arpt,N,North America,North America,North America,North America,North America,39.61539841,-78.7609024,
CBF,Council Bluffs,US,IA,,CBF,Council Bluffs Municipal Arpt,N,,,,,,41.25920105,-95.76059723,
CBG,Cambridge,GB,,,CBG,Cambridge Arpt,N,International,EMEA,Atlantic,Europe,EMEA,52.205002,0.175,
CBH,Bechar,DZ,,,CBH,Boudghene b Ali Lotfi Arpt,N,,,,,,31.64570045,-2.269860029,
CBK,Colby,US,KS,,CBK,Colby Municipal Arpt,N,,,,,,39.42750168,-101.0469971,
CBL,Ciudad Bolivar,VE,,,CBL,Tomas De Heres Arpt,N,International,Latin America,South America,South America,Latin America,8.122160912,-63.53695679,
CBN,Cirebon,ID,,,CBN,Penggung Arpt,N,,,,,,-6.756140232,108.5400009,
CBO,Cotabato,PH,,,CBO,Awang Arpt,N,,,,,,7.165239811,124.2099991,
CBP,Coimbra,PT,,,CBP,Coimbra Arpt,N,,,,,,,,
CBQ,Calabar,NG,,,CBQ,Calabar Arpt,N,,,,,,4.976019859,8.347200394,
CBR,Canberra,AU,ACT,,CBR,Canberra Arpt,N,,,,,,-35.30690002,149.1950073,
CBS,Cabimas,VE,,,CBS,Oro Negro Arpt,N,,,,,,10.33069992,-71.32250214,
CBT,Catumbela,AO,,,CBT,Catumbela Arpt,N,,,,,,-12.4792,13.4869,
CCX,Caceres,BR,MT,,,,N,,,,,,-16.04360008,-57.62990189,
CDJ,Conceicao Do Araguaia,BR,PA,,,,N,,,,,,-8.348349571,-49.30149841,
CMC,Camocim,BR,CE,,,,N,International,Latin America,South America,South America,South America,-2.896179914,-40.85800171,
CCA,Chimore,BO,,,CCA,Chimore Arpt,N,,,,,,-16.976834,-65.145568,
CMP,Campo Alegre,BR,PA,,,,N,International,Latin America,South America,South America,South America,-9.319970131,-50.32849884,
CCC,Cayo Coco,CU,,,CCC,Jardines Del Rey Arpt,N,,,,,,22.46100044,-78.32839966,
CCD,Century City,US,CA,,CCD,Century City Heliport,N,North America,North America,North America,North America,North America,34.06079865,-118.4179993,
CCF,Carcassonne,FR,,,CCF,Salvaza,N,International,EMEA,Atlantic,Europe,EMEA,43.2159996,2.306319952,
CCI,Concordia,BR,SC,,CCI,Olavo Cecco Rigon Arpt,N,,,,,,-27.18059921,-52.05270004,
CCJ,Kozhikode,IN,,,CCJ,Kozhikode Arpt,N,International,Pac-North,Asia,Asia,APAC,11.13679981,75.95529938,
CCK,Cocos Islands,CC,,,CCK,Cocos Islands Arpt,N,International,Pac-North,Australia,Australia,APAC,-12.18830013,96.83390045,
CSS,Cassilandia,BR,MS,,,,N,International,Latin America,South America,South America,South America,-19.14638901,-51.68527985,
CCM,Criciuma,BR,SC,,CCM,Diomicio Freitas Arpt,N,International,Latin America,South America,South America,South America,-28.72444344,-49.42139053,
CCP,Concepcion,CL,,,CCP,Carriel Sur Arpt,N,,,,,,-36.772701,-73.063103,
CCR,Concord,US,CA,,CCR,Buchanan Field,N,North America,North America,North America,North America,North America,37.98970032,-122.0569992,
CCS,Caracas,VE,,,CCS,Simon Bolivar  Intl,N,,,,,,10.601194,-66.991222,
GPB,Guarapuava,BR,PR,,,,N,,,,,,-25.38750076,-51.52019882,
CCU,Kolkata,IN,,,CCU,Netaji Subhas Chandra Bose Intl,N,,,,,,22.65469933,88.44670105,
CCV,Craig Cove,VU,,,CCV,Craig Cove Arpt,N,,,,,,-16.264999,167.923996,
GRP,Gurupi,BR,TO,,,,N,,,,,,-11.73960018,-49.13219833,
GUJ,Guaratingueta,BR,SP,,,,N,International,Latin America,South America,South America,South America,-22.79159927,-45.20479965,
CCY,Charles City,US,IA,,CCY,Northeast Iowa Rgnl,N,North America,North America,North America,North America,North America,43.07260132,-92.6108017,
CDA,Cooinda,AU,NT,,CDA,Cooinda Airport,N,,,,,,-12.90330029,132.5319977,
GUZ,Guarapari,BR,ES,,,,N,International,Latin America,South America,South America,South America,-20.64649963,-40.4919014,
CDC,Cedar City,US,UT,,CDC,Cedar City Regional Arpt,N,North America,North America,North America,North America,North America,37.70100021,-113.098999,
CDD,Cauquira,HN,,,CDD,Cauquira Arpt,N,,,,,,15.316667,-83.591667,
CDE,Chengde,CN,,,CDE,Puning Airport,N,,,,,,41.1225,118.073889,
CDH,Camden,US,AR,,CDH,Harrell Fieldsandro Arpt,N,North America,North America,North America,North America,North America,33.62279892,-92.76339722,
CDI,Cachoeiro De Itapemirim,BR,ES,,CDI,Raimundo De Andrade Arpt,N,International,Latin America,South America,South America,South America,-20.83429909,-41.18560028,
IJU,Ijui,BR,RS,,,,N,,,,,,-28.36870003,-53.84659958,
CDL,Candle,US,AK,,CDL,Candle Arpt,N,North America,North America,North America,North America,North America,65.90769959,-161.9259949,
IPU,Ipiau,BR,BA,,,,N,International,Latin America,South America,South America,South America,-14.1338892,-39.73389053,
CDP,Cuddapah,IN,,,CDP,Cuddapah Airport,N,International,Pac-North,Asia,Asia,APAC,14.51,78.772778,
IRZ,Santa Isabel Rio Negro,BR,AM,,,,N,,,,,,-0.3786,-64.9923,
CDR,Chadron,US,NE,,CDR,Chadron Arpt,N,North America,North America,North America,North America,North America,42.83760071,-103.0950012,
CDT,Castellon de la Plana,ES,,,CDT  CPJ,Castellon De La Plana Arpt,N,,,,,,40.213889,0.073333,
CDV,Cordova,US,AK,,CDV  CKU,Cordova Merle K Mudhole Smith Arpt,N,North America,North America,North America,North America,North America,60.4917984,-145.4779968,
CDW,Caldwell,US,NJ,,CDW,Essex County Arpt,N,,,,,,40.87519836,-74.28140259,
CDZ,Cadiz,ES,,,CDZ,Cadiz Rail Station,Y,,,,,,,,
CEB,Cebu,PH,,,CEB,Cebu Intl,N,,,,,,10.30749989,123.9789963,
CEC,Crescent City,US,CA,,CEC,Del Norte County Rgnl Arpt,N,North America,North America,North America,North America,North America,41.78020096,-124.2369995,
CED,Ceduna,AU,SA,,CED,Ceduna Arpt,N,,,,,,-32.13059998,133.7100067,
ITJ,Itajai,BR,,,,,N,,,,,,,,
CEG,Chester,GB,,,CEG  CXE,Chester Arpt,N,,,,,,53.17810059,-2.977780104,
CEH,Chelinda,MW,,,CEH,Chelinda Arpt,N,,,,,,-10.55000019,33.79999924,
CEI,Chiang Rai,TH,,,CEI,Chaing Rai Arpt,N,,,,,,19.95229912,99.88289642,
CEJ,Cuenca,ES,,,CEJ,Cuenca Rail Station,Y,International,EMEA,0,Europe,EMEA,51.40219879,31.1583004,
CEK,Chelyabinsk,RU,,,CEK,Chelyabinsk Arpt,N,International,EMEA,Asia,Europe,Russia,55.305801,61.5033,
ITN,Itabuna,BR,BA,,,,N,,,,,,-14.81050015,-39.29040146,
CEN,Ciudad Obregon,MX,,,CEN,Ciudad Obregon International Arpt,N,International,Latin America,Mexico,North America,Mexico,27.39259911,-109.8330002,
ITR,Itumbiara,BR,GO,,,,N,International,Latin America,South America,South America,South America,-18.44470024,-49.21340179,
CEQ,Cannes,FR,,,CEQ  JCA  QYW,Mandelieu Arpt,N,,,,,,43.542,6.95348,
CER,Cherbourg,FR,,,CER,Maupertius Arpt,N,International,EMEA,Atlantic,Europe,EMEA,49.65010071,-1.470280051,
CES,Cessnock,AU,NSW,,CES,Cessnock Arpt,N,,,,,,-32.787498,151.341995,
CET,Cholet,FR,,,CET,Le Pontreau Arpt,N,International,EMEA,Atlantic,Europe,EMEA,47.08209991,-0.87706399,
CEU,Clemson,US,SC,,CEU,Clemson Oconee Cty Arpt,N,,,,,,34.6719017,-82.8864975,
CEX,Chena Hot Springs,US,AK,,CEX,Chena Hot Springs Arpt,N,,,,,,65.05180359,-146.0469971,
CEY,Murray,US,KY,,CEY,Calloway Cty Arpt,N,North America,North America,North America,North America,North America,36.66460037,-88.37280273,
CEZ,Cortez,US,CO,,CEZ,Cortez Municipal Arpt,N,North America,North America,North America,North America,North America,37.3030014,-108.6279984,
CFB,Cabo Frio,BR,RJ,,CFB,Cabo Frio International Arpt,N,International,Latin America,South America,South America,South America,-22.92169952,-42.07429886,
